user_id,user_bio,tokens,state,region,ls_tokens,new_tokens,cluster,genre
9.82e+17,the bad guy 🤷🏻‍♂️ 👻:pretti_boii91 🗺: H-town. ♈️ ☀️/ ♍️🌚/ 🦂📈,bad guy pretti boii town,IN,Midwest,"['bad', 'guy', 'pretti', 'boii', 'town']",bad guy pretti boii town,53,anime
14335529.0,"Lover of music, sports, politics, dogs.",lover music sport politics dog,CA,West,"['lover', 'music', 'sport', 'politics', 'dog']",lover music sport politics dog,40,soul
236143570.0,this is a shit account. C.M💍 ghostface 🔪🖤 Svdden Death💀 headbanger. #BLM #BTLM #lgbtq 🌈,shit account ghostface svdden death headbanger,CA,West,"['shit', 'account', 'ghostface', 'svdden', 'death', 'headbanger']",shit account ghostface svdden death headbanger,0,punkrock
783960824.0,The 1 Percent 💪🏼 | High Agency 🧠 | Habukkuk 3:17-18 | 🏀 Coach,percent high agency habukkuk coach,TX,Southwest,"['percent', 'high', 'agency', 'habukkuk', 'coach']",percent high agency habukkuk coach,45,acoustic
68925874.0,⛽️| @ConstitutionDAO | 🔑 @Divine_DAO | @razacollective | @oracle | #DΞFi #Tech. Investor. Swing Trader. Previously @Lyft @USC 🇲🇽 🇺🇸,dξfi investor swing trader previously,CA,West,"['dξfi', 'swing', 'trader', 'previously']",dξfi swing trader previously,28,latino
1.46e+18,There's some sick fucks in the world and I'm one of them!! 👈😎,sick fuck world,OR,West,"['sick', 'fuck', 'world']",sick fuck world,36,rockabilly
772598858.0,"Internet Entrepreneur: Health & Wellness. Deep Faith and a strong sense of Humor. Love Jazz, Blues, Art, Dogs, & Life! No justice, no unity!",internet entrepreneur health wellness deep faith strong sense humor love jazz blue art dog life justice unity,CA,West,"['entrepreneur', 'health', 'wellness', 'deep', 'faith', 'strong', 'sense', 'humor', 'love', 'jazz', 'blue', 'art', 'dog', 'life', 'justice', 'unity']",entrepreneur health wellness deep faith strong sense humor love jazz blue art dog life justice unity,16,anime
212393570.0,Gaymer! @DemSocialists @unitehere23 co-chair of @CentralInDSA @breadrosesDSA Building a coalition of Left to change American life. rt are my own.,gaymer chair build coalition leave change american life,IN,Midwest,"['gaymer', 'build', 'coalition', 'leave', 'change', 'american', 'life']",gaymer build coalition leave change american life,8,goth
809086710.0,snap :xoxkaroo,snap xoxkaroo,TX,Southwest,"['snap', 'xoxkaroo']",snap xoxkaroo,53,anime
738328692.0,"Delhite | Embedded Software Engineer @Qualcomm ! Music and Cricket Aficionado | 90s Fan | My 🌍 revolves around Sachin Tendulkar, Shahrukh and Sonu Nigam 🏏🎼",delhite embed software engineer music cricket aficionado fan revolve sachin tendulkar shahrukh sonu nigam,CA,West,"['delhite', 'embed', 'software', 'engineer', 'music', 'cricket', 'aficionado', 'fan', 'revolve', 'sachin', 'tendulkar', 'shahrukh', 'sonu', 'nigam']",delhite embed software engineer music cricket aficionado fan revolve sachin tendulkar shahrukh sonu nigam,35,party
2600094670.0,| Louisiana Christian University baseball | washed up college soccer player l sports analyst |,louisiana christian university baseball wash college soccer player sport analyst,LA,South,"['louisiana', 'christian', 'university', 'baseball', 'wash', 'college', 'soccer', 'player', 'sport', 'analyst']",louisiana christian university baseball wash college soccer player sport analyst,35,party
1069629727.0,I am a mother of two and i love to read will read anything if it's interesting. I collect teapots 150 & counting I an  also a big Angelina Jolie fan,mother love read read interest collect teapots count big angelina jolie,NY,Northeast,"['mother', 'love', 'read', 'read', 'interest', 'collect', 'teapots', 'count', 'big', 'angelina', 'jolie']",mother love read read interest collect teapots count big angelina jolie,51,country
3395712673.0,TMC 🏁 #LLFAS 🕊 #Ravens #ThrowsCoach  Taking things One Day At A Time.,tmc take things day time,UT,West,"['tmc', 'take', 'things', 'time']",tmc take things time,9,happy
254751148.0,"NorCal roots growing in SoCal. 
I ❤ San Diego, #NinerSFaithful Food Zealot. @calbbq owner and pitmaster",norcal root grow socal san diego food zealot owner pitmaster,CA,West,"['norcal', 'root', 'grow', 'socal', 'san', 'food', 'zealot', 'owner', 'pitmaster']",norcal root grow socal san food zealot owner pitmaster,39,altrock
1.3e+18,@Playapex | @YouKnowClan |@ApexTooCold | @VeIvet_Stash & @ZayToTuff| Crypto & Gibraltar Main 💚💫🌟,crypto gibraltar main,NY,Northeast,"['crypto', 'gibraltar']",crypto gibraltar,22,ambient
22461461.0,Social first mentality! Building immersive experiences that drive engagement. #Mesh #Metaverse #Haloportation #Avatars #LiveEvents #ImmersiveMeetings,social mentality build immersive experience drive engagement,CA,West,"['social', 'mentality', 'build', 'immersive', 'experience', 'engagement']",social mentality build immersive experience engagement,28,latino
476535877.0,Co-Owner @CARoadshow Stephen Curry super collector. IG TheCurryVault. Psalms 145:18,owner stephen curry super collector thecurryvault psalm,CA,West,"['owner', 'stephen', 'curry', 'super', 'collector', 'thecurryvault', 'psalm']",owner stephen curry super collector thecurryvault psalm,39,altrock
1.2e+18,"Bot that tweets about aircraft flying in circles over Los Angeles.

Every circle tells a story. @SkyCirclesSF, @SkyCirclesR2508.

Created by @lemonodor.",bot tweet aircraft fly circle los angeles circle tell story create,CA,West,"['bot', 'tweet', 'aircraft', 'fly', 'story', 'create']",bot tweet aircraft fly story create,35,party
233399294.0,"Community, consciousness, astrology, spirituality, mystic living + more | Podcast(hiatus) | http://linktree.com/consciousfemme",community consciousness astrology spirituality mystic live podcast hiatus,CA,West,"['community', 'consciousness', 'astrology', 'spirituality', 'mystic', 'live', 'podcast', 'hiatus']",community consciousness astrology spirituality mystic live podcast hiatus,22,ambient
278916110.0,"""An inspiration to bog witches everywhere""—@jermsguy, “Ms Frizzle IRL""—@ElleMaeGal, ""Cranky and annoyed”—@washingtonpost, I collect bad graphs, She/Her",inspiration bog witch frizzle irl cranky annoy collect bad graph,MD,South,"['inspiration', 'bog', 'witch', 'frizzle', 'irl', 'cranky', 'annoy', 'collect', 'bad', 'graph']",inspiration bog witch frizzle irl cranky annoy collect bad graph,19,edm
18375842.0,"The Larry David of sex work. Self-loathing creator, roller derby girl, & law school grad on the verge of a creative break-through. I smile more than I mean it.",larry david sex work self loathe creator roller derby girl law school grad verge creative break smile mean,OR,West,"['larry', 'david', 'sex', 'work', 'self', 'loathe', 'creator', 'roller', 'derby', 'girl', 'law', 'school', 'grad', 'verge', 'creative', 'break', 'smile', 'mean']",larry david sex work self loathe creator roller derby girl law school grad verge creative break smile mean,8,goth
1.13e+18,da rawest 18 year old hairstylist |@damaccdidit_ on insta💇🏾‍♀️ | click link in bio to book✨,rawest year old hairstylist insta click link bio book,CA,West,"['rawest', 'old', 'hairstylist', 'insta', 'click', 'bio', 'book']",rawest old hairstylist insta click bio book,9,happy
1e+18,meow,meow,TX,Southwest,['meow'],meow,0,punkrock
156157738.0,Director of Academic Planning & Development (West Region) @ScholasticEd 🗣Thoughts and opinions are all mine ✊🏽,director academic plan development west region thoughts opinions,AZ,Southwest,"['director', 'academic', 'plan', 'development', 'west', 'region', 'thoughts', 'opinions']",director academic plan development west region thoughts opinions,4,happy
8.1e+17,"Mom, baker. #bluewave2018",mom baker,VA,South,"['mom', 'baker']",mom baker,0,punkrock
4217728034.0,Hustle &' Grind🤑‼️ I am a girl with ambition🖤 #No Weapon formed against me shall prosper🙌🏾🙏🏾 #256📍 #AAMU22🐶❤️.. CEO of The Lash Lounge 💗,hustle grind girl ambition weapon form shall prosper ceo lash lounge,AL,South,"['hustle', 'grind', 'girl', 'ambition', 'weapon', 'shall', 'prosper', 'ceo', 'lash', 'lounge']",hustle grind girl ambition weapon shall prosper ceo lash lounge,43,groove
21918895.0,"1st trans candidate in Seattle, Activist, Speaker, Champion Martial Artist, Radio Show Host, Non-profit Founder  Positive Masculinity, co-chair Renter's Commiss",trans candidate seattle activist speaker champion martial artist radio host non profit founder positive masculinity chair renter commiss,WA,West,"['trans', 'candidate', 'seattle', 'activist', 'speaker', 'champion', 'martial', 'artist', 'radio', 'profit', 'founder', 'positive', 'masculinity', 'renter', 'commiss']",trans candidate seattle activist speaker champion martial artist radio profit founder positive masculinity renter commiss,41,funk
9.05e+17,"“Love is the only force capable of transforming an enemy into a friend.” – Dr Martin Luther King, Jr",love force capable transform enemy friend martin luther king,TN,South,"['love', 'force', 'capable', 'transform', 'enemy', 'friend', 'martin', 'luther', 'king']",love force capable transform enemy friend martin luther king,20,disco
1393802719.0,"Collectable NFT CryptoBots w:// Cyber Synthesizer Sounds. SF, CA @amovertone",collectable nft cryptobots cyber synthesizer sound,CA,West,"['collectable', 'nft', 'cryptobots', 'cyber', 'synthesizer', 'sound']",collectable nft cryptobots cyber synthesizer sound,30,pop
1.27e+18,HRT August 2020just trying to make my way through Boston. #TransRightsMatter🏳️‍🌈#,hrt august try way boston,MA,Northeast,"['hrt', 'august', 'boston']",hrt august boston,32,acoustic
1.37e+18,I am Earth's Prodigal Son. I am the True Anonymous Prime. The Metatron. The Elect of the New World.  The True Voice of God. The Lion of Judah.  Holy Trinity.,earth prodigal son true anonymous prime metatron elect new world true voice god lion judah holy trinity,VA,South,"['earth', 'prodigal', 'son', 'anonymous', 'prime', 'metatron', 'elect', 'new', 'world', 'voice', 'god', 'lion', 'judah', 'holy', 'trinity']",earth prodigal son anonymous prime metatron elect new world voice god lion judah holy trinity,25,pop
14425872.0,"Publicist, Advocate & Writer - Board @ProgressTX, @RiceSocSci - Precinct Chair - #BLM #Latina Dog mom",publicist advocate writer board precinct chair dog mom,TX,Southwest,"['publicist', 'advocate', 'writer', 'board', 'precinct', 'dog', 'mom']",publicist advocate writer board precinct dog mom,33,newage
225894451.0,🌈Aries ☼ Leo ☽ Scorpio ↑ One of Houston’s favorite wig makers😝 this app is my get away from all the other apps. @kingaries_100 is my “other page”.,aries leo scorpio houston favorite wig makers app away apps page,TX,Southwest,"['aries', 'leo', 'scorpio', 'houston', 'favorite', 'wig', 'makers', 'away', 'apps']",aries leo scorpio houston favorite wig makers away apps,6,rnb
38746003.0,"Love @RUAthletics, @BrooklynNets, @RaysBaseball, @Giants, @TBLightning.

Proud @rutgersalumni. #RFamily",love proud,NJ,Northeast,"['love', 'proud']",love proud,51,country
2607123872.0,"Artist, designer, UI / UX, frontend, crypto, and dogs! Creativity above everything! 🔮⚰️ #art #design #photography #CSS #nft",artist designer frontend crypto dog creativity,NY,Northeast,"['artist', 'designer', 'frontend', 'crypto', 'dog', 'creativity']",artist designer frontend crypto dog creativity,41,funk
34938560.0,"Syndication of National Weather Service Office Grand Forks, ND. Unmonitored, contact @akrherz who developed this.",syndication national weather service office grand fork unmonitored contact develop,ND,Midwest,"['national', 'weather', 'service', 'office', 'grand', 'fork', 'unmonitored', 'contact', 'develop']",national weather service office grand fork unmonitored contact develop,16,anime
2927915702.0,35 year old moderately autistic (with ADHD) man who loves to track the weather.,year old moderately autistic adhd man love track weather,IA,Midwest,"['old', 'moderately', 'autistic', 'adhd', 'man', 'love', 'track', 'weather']",old moderately autistic adhd man love track weather,3,latino
34927081.0,"Syndication of National Weather Service Office Quad Cities Ia, IL. Unmonitored, contact @akrherz who developed this.",syndication national weather service office quad cities unmonitored contact develop,IL,Midwest,"['national', 'weather', 'service', 'office', 'quad', 'cities', 'unmonitored', 'contact', 'develop']",national weather service office quad cities unmonitored contact develop,16,anime
3107785350.0,"(He/Him) Found at many Phoenix, sometimes outside further, music shows in the punk, ska, alternative, rockabilly, etc genres! Also @NintenJoe.",phoenix outside music show punk ska alternative rockabilly genres,AZ,Southwest,"['phoenix', 'outside', 'music', 'show', 'punk', 'ska', 'alternative', 'rockabilly', 'genres']",phoenix outside music show punk ska alternative rockabilly genres,32,acoustic
214297011.0,An old Navy Corpsman ~ Gator Fan ~ Collector of Wade Boggs things ~ SIU Saluki ~ Clinical Research Professional,old navy corpsman gator fan collector wade boggs things siu saluki clinical research professiona,CA,West,"['old', 'navy', 'corpsman', 'gator', 'fan', 'collector', 'wade', 'boggs', 'things', 'siu', 'saluki', 'clinical', 'research', 'professiona']",old navy corpsman gator fan collector wade boggs things siu saluki clinical research professiona,52,reggae
521488988.0,"Mother, hiker, ocean lover, engineer, artist; she her",mother hiker ocean lover engineer artist,OR,West,"['mother', 'hiker', 'ocean', 'lover', 'engineer', 'artist']",mother hiker ocean lover engineer artist,41,funk
9.32e+17,WLU Alum @Abbey_cue❤️ Murse,wlu alum murse,CA,West,"['wlu', 'murse']",wlu murse,0,punkrock
167767117.0,Scientific Creative Director & CEO @blkburdgenes @naroknyc @genesbyblkburd 🏆 August 28th,scientific creative director ceo august,CA,West,"['scientific', 'creative', 'director', 'ceo', 'august']",scientific creative director ceo august,25,pop
1546676124.0,be kind.☀️🌻💛,kind,OH,Midwest,['kind'],kind,47,heavymetal
134554614.0,just a sports loving Sagittarius who lives with my Lilly bean puppy going on 15 years,sport love sagittarius live lilly bean puppy go years,WA,West,"['sport', 'love', 'sagittarius', 'live', 'lilly', 'bean', 'puppy', 'go']",sport love sagittarius live lilly bean puppy go,37,punkrock
756402060.0,"TC Topps TC Tuggers affiliate, the only shirt with a tugging knob!",topps tuggers affiliate shirt tug knob,NJ,Northeast,"['topps', 'tuggers', 'affiliate', 'shirt', 'tug', 'knob']",topps tuggers affiliate shirt tug knob,18,country
1056730620.0,"UCLA. Literature. “I am who I am and that's who I am"" -Gogol",ucla literature gogo,CA,West,"['ucla', 'literature', 'gogo']",ucla literature gogo,52,reggae
1.03e+18,My Only Twitter 🤞🏽,twitter,CA,West,['twitter'],twitter,47,heavymetal
1.41e+18,Don t look for specials or coupons what you see is what you get,look specials coupons,CA,West,"['look', 'specials', 'coupons']",look specials coupons,39,altrock
1.36e+18,professional soul sucker❤️‍🩹 goth girlfriend 4 rent 💋 $Shanitacheck // ❗️18+ - @toplessfuneral on IG & OF,professional soul sucker goth girlfriend rent shanitacheck,CA,West,"['professional', 'soul', 'sucker', 'goth', 'girlfriend', 'rent', 'shanitacheck']",professional soul sucker goth girlfriend rent shanitacheck,50,punkrock
9.49e+17,555🐛|♒️top 1%📉🦋|Psalms 46:5✝️| #myasu🐝| forensic psych🔎| digital entrepreneur BND💰 x SBC🌐| published writer 📝| ATL party promoter🧏🏾‍♀️| TME🌍LLCP,psalm forensic psych digital entrepreneur bnd sbc publish writer atl party promoter tmellcp,WI,Midwest,"['psalm', 'forensic', 'psych', 'digital', 'entrepreneur', 'bnd', 'sbc', 'publish', 'writer', 'party', 'promoter', 'tmellcp']",psalm forensic psych digital entrepreneur bnd sbc publish writer party promoter tmellcp,45,acoustic
210819984.0,Gaming is my life so get over it!,game life,DE,South,"['game', 'life']",game life,5,rock
7.27e+17,built like a deception | sagittarius,build like deception sagittarius,FL,South,"['build', 'like', 'deception', 'sagittarius']",build like deception sagittarius,5,rock
8.99e+17,"Progressive Democrat. 21. USC Class of 2022. He/him. ΦΑΔ. @GavinNewsom, @VoteCottie, Sabato's Crystal Ball, Hardin alum. Trojan Democrats Senior Advisor. YIMBY.",progressive democrat usc class φαδ sabato crystal ball hardin alum trojan democrats senior advisor yimby,CA,West,"['progressive', 'democrat', 'usc', 'class', 'φαδ', 'sabato', 'crystal', 'ball', 'hardin', 'trojan', 'democrats', 'senior', 'advisor', 'yimby']",progressive democrat usc class φαδ sabato crystal ball hardin trojan democrats senior advisor yimby,3,latino
1.37e+18,Embracing Life Unapologetically Cali Westside LA 🌴,embrace life cali westside,CA,West,"['embrace', 'life', 'cali', 'westside']",embrace life cali westside,5,rock
2382987552.0,14 years of being YOUR teacher! Taught 2nd-5th grade! Instructional and Personalized Learning Lead Teacher/ Coach/ HEART (1st Year) Mentor,years teacher teach grade instructional personalize learn lead teacher coach heart year mentor,GA,South,"['teacher', 'teach', 'grade', 'instructional', 'personalize', 'learn', 'lead', 'teacher', 'coach', 'heart', 'mentor']",teacher teach grade instructional personalize learn lead teacher coach heart mentor,45,acoustic
741997807.0,FROM THE DEAD TO BREAD. Follow my journey from Homicide Prosecutor to Bread Baker.,dead bread follow journey homicide prosecutor bread baker,NY,Northeast,"['dead', 'bread', 'follow', 'journey', 'homicide', 'prosecutor', 'bread', 'baker']",dead bread follow journey homicide prosecutor bread baker,52,reggae
1396173428.0,"Every normal man must be tempted, at times, to spit on his hands, hoist the black flag, and begin slitting throats.

Traveler, Author, Blogger, Card Dealer.",normal man tempt time spit hand hoist black flag begin slit throats traveler author blogger card dealer,MO,Midwest,"['normal', 'man', 'tempt', 'time', 'spit', 'hand', 'hoist', 'black', 'flag', 'begin', 'slit', 'throats', 'traveler', 'author', 'blogger', 'dealer']",normal man tempt time spit hand hoist black flag begin slit throats traveler author blogger dealer,38,jazz
3552586334.0,Texas. raver mom to be🤰Anjuna until I die. Isai❤️ #techno #trance #house #raver #anjunafamily,texas raver mom anjuna die isai,TX,Southwest,"['texas', 'raver', 'mom', 'anjuna', 'die', 'isai']",texas raver mom anjuna die isai,32,acoustic
156452641.0,On A Mission. Atlanta Bred. Los Angeles📍,mission atlanta breed los angeles,CA,West,"['mission', 'atlanta', 'breed']",mission atlanta breed,53,anime
3051801289.0,she/her • 21 • mother to rigby • beep boop music 🥰,mother rigby beep boop music,WA,West,"['mother', 'rigby', 'beep', 'boop', 'music']",mother rigby beep boop music,38,jazz
1.37e+18,I really don’t be liking y’all,like,MI,Midwest,['like'],like,17,jrock
1.22e+18,atl📍 │use link in bio for $$$ off SHEIN order💞,atl use link bio shein order,GA,South,"['bio', 'shein']",bio shein,24,jazz
19008298.0,"Showrunner/Exec. Producer of ""The Carbonaro Effect"". Produced & Directed TV shows for years. Raised in Oregon... Live in LA. #GoDucks",showrunner exec producer carbonaro effect produce direct show years raise oregon live,CA,West,"['showrunner', 'exec', 'producer', 'carbonaro', 'effect', 'produce', 'direct', 'show', 'raise', 'oregon', 'live']",showrunner exec producer carbonaro effect produce direct show raise oregon live,43,groove
2791734080.0,I'm all about helping you increase your income & credit score. Serious inquires hit my DM #iDefinition #Bassist #truckerslife #entrepreneurlife,help increase income credit score inquire hit,TX,Southwest,"['help', 'increase', 'income', 'credit', 'score']",help increase income credit score,21,gospel
218520952.0,"Southfield High School Alumnus • Kentucky State University, Alumnus • ViacomCBS • σιγμα 5|ξλ|12,",southfield high school alumnus kentucky state university alumnus viacomcbs σιγμα,CA,West,"['southfield', 'high', 'school', 'alumnus', 'kentucky', 'state', 'university', 'alumnus', 'viacomcbs', 'σιγμα']",southfield high school alumnus kentucky state university alumnus viacomcbs σιγμα,3,latino
26839828.0,"Trial Attorney | @UCF Alumna & #MockTrial Coach | Heels, Tees, & Bubblegum | UCF Football 🖤⚔️💛 | Fluff Owner | not a cat",trial attorney alumna coach heel tee bubblegum ucf football fluff owner cat,FL,South,"['trial', 'attorney', 'alumna', 'coach', 'heel', 'tee', 'bubblegum', 'ucf', 'football', 'fluff', 'owner', 'cat']",trial attorney alumna coach heel tee bubblegum ucf football fluff owner cat,41,funk
30175166.0,"Founder of @MediaHiveMktg. I tweet about #SEO, #digitalmarketing, #leadgeneration, being an #entrepreneur & sometimes I live tweet #sports. Likes ≠ endorsement.",founder tweet live tweet like endorsement,TX,Southwest,"['founder', 'tweet', 'live', 'tweet', 'like', 'endorsement']",founder tweet live tweet like endorsement,43,groove
42302112.0,WHO WANTS TO KNOW!? FAMILY RANDOM http://www.amazon.com/hz/wishlist/ls/1DPTNHBPPNXRE?ref_=wl_share http://www.amazon.com/hz/wishlist/ls/1XLI6FHEMDONF?ref_=wl_sh,want know family random,FL,South,"['want', 'family', 'random']",want family random,0,punkrock
1.22e+18,"@g4tv nerd , gamer , meme queen, Latina Jewish , Democrat",nerd gamer meme queen latina jewish democrat,CA,West,"['nerd', 'gamer', 'meme', 'queen', 'latina', 'jewish', 'democrat']",nerd gamer meme queen latina jewish democrat,9,happy
1447536360.0,22 • tamucc 🌴,tamucc,TX,Southwest,['tamucc'],tamucc,0,punkrock
167640115.0,26 w big yitties. hates small talk. loves pasta.,big yitties hat small talk love pasta,OH,Midwest,"['big', 'yitties', 'hat', 'small', 'talk', 'love', 'pasta']",big yitties hat small talk love pasta,1,chill
1.06e+18,SCB🌹🔗• Sony A7iii 🌱• #𝔟𝔩𝔞𝔠𝔨𝔣𝔢𝔪𝔞𝔩𝔢𝔭𝔥𝔬𝔱𝔬𝔤𝔯𝔞𝔭𝔥𝔢𝔯 • 𝔰𝔥𝔢/𝔥𝔢𝔯 •,scb sony aiii 𝔰𝔥𝔢 𝔥𝔢𝔯,NY,Northeast,"['scb', 'sony', 'aiii', '𝔰𝔥𝔢', '𝔥𝔢𝔯']",scb sony aiii 𝔰𝔥𝔢 𝔥𝔢𝔯,0,punkrock
8.8e+17,UWM 22                                          Bucks Patriots Brewers,uwm buck patriots brewers,WI,Midwest,"['uwm', 'buck', 'patriots', 'brewers']",uwm buck patriots brewers,46,dancehall
62635451.0,"B.S., B.S.E., multi-lingual, MMA, seer.",multi lingual mma seer,CA,West,"['lingual', 'seer']",lingual seer,0,punkrock
1.43e+18,22🇨🇦 Queen Scorpion 🦂 Brand Ambassador | Host | Influencer | 📧 Paxxxdiorbookings@gmail.com Instagram Paxx.xdior,queen scorpion brand ambassador host influencer com instagram paxx xdior,GA,South,"['queen', 'scorpion', 'brand', 'ambassador', 'influencer', 'instagram', 'paxx', 'xdior']",queen scorpion brand ambassador influencer instagram paxx xdior,4,happy
1174060531.0,An Israelite of Elohim💟 I follow Ye’shua haMashiach✝️ May the shalom of Ruach haKodesh be with you🕎 Exodus 19-24📖 Teshuvah Ministries🕯,israelite elohim follow shua hamashiach shalom ruach hakodesh exodus teshuvah ministries,NV,West,"['israelite', 'elohim', 'follow', 'shua', 'hamashiach', 'shalom', 'ruach', 'hakodesh', 'exodus', 'teshuvah', 'ministries']",israelite elohim follow shua hamashiach shalom ruach hakodesh exodus teshuvah ministries,12,edm
223397356.0,pocket papi & emo poet laureate | Columbia Film MFA | writer - producer | Chicagoan | 🇵🇭 | ACAB,pocket papi emo poet laureate columbia film mfa writer producer chicagoan acab,NY,Northeast,"['pocket', 'papi', 'emo', 'poet', 'laureate', 'columbia', 'film', 'mfa', 'writer', 'producer', 'chicagoan']",pocket papi emo poet laureate columbia film mfa writer producer chicagoan,7,edm
1.07e+18,"Demi-sexual living up in Bellingham. Some posts of me, DMs always open, bartender, beginner nudist #pnwgay he/him http://cash.app/AgentFayte",demi sexual live bellingham post dms open bartender beginner nudist,WA,West,"['demi', 'sexual', 'live', 'bellingham', 'post', 'bartender', 'beginner', 'nudist']",demi sexual live bellingham post bartender beginner nudist,26,honkytonk
480871264.0,SEPTEMBER VERY OWN🦇 WHEN I SPEAK ITS DEEP AND PROBABLY GOING TO UPSET YOU :We are not the same:,september speak deep probably go upset,DC,South,"['september', 'speak', 'deep', 'probably', 'go', 'upset']",september speak deep probably go upset,17,jrock
1.38e+18,"Lvl. 32 Gaymer. Nerd. Nature lover. Foodie. #Demisexual 
ℹ 18+ NSFW.
He/Him/His",lvl gaymer nerd nature lover foodie nsfw,NV,West,"['lvl', 'gaymer', 'nerd', 'nature', 'lover', 'foodie', 'nsfw']",lvl gaymer nerd nature lover foodie nsfw,28,latino
596687292.0,Official Twitter account for the National Weather Service San Francisco Bay Area. Details: http://weather.gov/twitter,official twitter account national weather service san francisco bay area detail,CA,West,"['official', 'twitter', 'account', 'national', 'weather', 'service', 'san', 'francisco', 'bay', 'detail']",official twitter account national weather service san francisco bay detail,16,anime
18424968.0,Visual and photographic artist. Dumpling maker. Hung Ga and Chen Taiji man.,visual photographic artist dumpling maker hang chen taiji man,CA,West,"['visual', 'photographic', 'artist', 'dumpling', 'maker', 'hang', 'chen', 'taiji', 'man']",visual photographic artist dumpling maker hang chen taiji man,41,funk
10343.0,"Design tinkerer, maker, and visual explorer. NYC Street artist and photographer. Collecting Clean NFTs: http://objkt.com/profile/moriza…",design tinkerer maker visual explorer nyc street artist photographer collect clean nfts,NY,Northeast,"['design', 'tinkerer', 'maker', 'visual', 'explorer', 'nyc', 'street', 'artist', 'photographer', 'collect', 'clean', 'nfts']",design tinkerer maker visual explorer nyc street artist photographer collect clean nfts,42,newage
12244362.0,Photographer,photographer,NY,Northeast,['photographer'],photographer,30,pop
22795440.0,33. Disgruntled Lions fan. Former Pistons fan.,disgruntle lions fan pistons fan,AL,South,"['disgruntle', 'lions', 'fan', 'pistons', 'fan']",disgruntle lions fan pistons fan,35,party
906940410.0,"Vinyl Collector, Music Producer, Dogecoin Holder, HVAC Ball ForEver",vinyl collector music producer dogecoin holder hvac ball forever,CA,West,"['vinyl', 'collector', 'music', 'producer', 'dogecoin', 'hvac', 'ball', 'forever']",vinyl collector music producer dogecoin hvac ball forever,13,songwriter
15371468.0,"Alpine Yodeller, Alligator Wrestler & Professional Tricycle Racer | Proud UC Berkeley Alum | Blockchain in IoT | SF Giants | Cal Bears | Bourbon, neat.",alpine yodeller alligator wrestler professional tricycle racer proud berkeley alum blockchain iot giants cal bear bourbon neat,CA,West,"['alpine', 'yodeller', 'alligator', 'wrestler', 'professional', 'tricycle', 'racer', 'proud', 'berkeley', 'blockchain', 'iot', 'cal', 'bear', 'bourbon', 'neat']",alpine yodeller alligator wrestler professional tricycle racer proud berkeley blockchain iot cal bear bourbon neat,10,gospel
15431825.0,"Partner of @mommieruthless and father of two. Vocals/guitar in Kill Cupid. IT guy. Here for family, nature, gaming, music, and politics. Progressive in #CA45.",partner father vocals guitar kill cupid guy family nature game music politics progressive,CA,West,"['partner', 'father', 'vocals', 'guitar', 'kill', 'cupid', 'guy', 'family', 'nature', 'game', 'music', 'politics', 'progressive']",partner father vocals guitar kill cupid guy family nature game music politics progressive,27,newage
2298301208.0,22 Christ Follower🙏 @theblue_stable Contributor🏈✍️ DFS. I gamble. #colts,christ follower contributor dfs gamble,TX,Southwest,"['christ', 'follower', 'contributor', 'dfs', 'gamble']",christ follower contributor dfs gamble,38,jazz
348543759.0,"Kicking ass & forgetting names since 1990's. Still like my music real loud  #LiveFree 
Sapiosexual.",kick ass forget name like music real loud sapiosexual,TX,Southwest,"['kick', 'ass', 'forget', 'name', 'like', 'music', 'real', 'loud', 'sapiosexual']",kick ass forget name like music real loud sapiosexual,1,chill
1.31e+18,Die Hard Charger fan. STH. Using this account to talk Chargers football. #BoltUp #ASAP #Chargers #OurWay,die hard charger fan sth account talk chargers football,CA,West,"['die', 'hard', 'charger', 'fan', 'account', 'talk', 'chargers', 'football']",die hard charger fan account talk chargers football,32,acoustic
22166714.0,"Just a dreamer, thinker, student, teacher, scientist. Passionate about water, the unhoused & anthrohydrobiogeomorphology. Interested in Human Behavior.",dreamer thinker student teacher scientist passionate water unhoused interest human behavior,CA,West,"['dreamer', 'thinker', 'student', 'teacher', 'scientist', 'passionate', 'water', 'unhoused', 'interest', 'human', 'behavior']",dreamer thinker student teacher scientist passionate water unhoused interest human behavior,4,happy
1.43e+18,Independent Artist from SinCity. Genius in all Genres Of Music. Manifest Destiny. The Worlds in Your Hands🙌🌍,independent artist sincity genius genres music manifest destiny worlds hand,NV,West,"['independent', 'artist', 'sincity', 'genius', 'genres', 'music', 'manifest', 'destiny', 'worlds', 'hand']",independent artist sincity genius genres music manifest destiny worlds hand,32,acoustic
4228340599.0,"TSA Modes for All Ages and Abilities, featuring Professionals of Color, moving People, Goods, Materials, or Services. A Mobility Hub connecting Regions in NC.",tsa modes age abilities feature professionals color move people goods materials service mobility hub connect regions,NC,South,"['tsa', 'modes', 'abilities', 'feature', 'professionals', 'color', 'move', 'people', 'goods', 'materials', 'service', 'mobility', 'hub', 'connect', 'regions']",tsa modes abilities feature professionals color move people goods materials service mobility hub connect regions,19,edm
