index,user_id,user_location,user_bio,hashtag,tokens,Segmented#
886,1.37e+18,Seattle,Digital art & Japanese double major at the University of Washington. Creating narratives through art for emotional impact.,[],digital art japanese double major university washington create narratives art emotional impact,
888,100039342.0,California,"28 and loca....Keep your head held high, and your heels even higher❤️",[],loca head hold high heel higher,
889,8.57e+17,"Arizona, USA",I’m Blessed Like I Run With The Pope🌻 No Rain 🌧 No Flowers 💐 Let Me Take Your Picture 📸,[],bless like run pope rain flower let picture,
890,437660561.0,"San Francisco, CA",SVP of Global Communications @CorelSoftware▫️#Cybersecurity startup advisor▫️@FastCompany Exec Board▫️@Forbes writer▫️#ADHD Queen▫️Loud typer 🤓,"['Cybersecurity', 'ADHD']",svp global communications startup advisor exec board writer queen loud typer,cybersecurity adhd
891,276687523.0,"Starkville, MS",sup,[],sup,
892,3044390057.0,"Las Vegas, NV",NSFW 💥 @theoriginaldoc girl 🔦💦 🖤❤️ @nickhogan4real is my baby daddy 🧔🏼 ✨✨✨ sfw page 👉🏻 @thetanalea @nickxtana,[],nsfw girl baby daddy sfw page,
893,2183970246.0,The Trenches,"23 yr old living that live, laugh, lexapro",[],old live live laugh lexapro,
894,4030524013.0,"Oakland, CA",Instagram @BackwoodBrothers510_ http://RICHERTHANTHEOPPS.COM,[],instagram,
895,1.27e+18,"Oklahoma City, OK",Snap: Emil_yevans1,[],snap emil yevans,
896,4026451445.0,"Mobile, AL","Semper ubi sub ubi!.

Greetings from Talibama!
Welcome  to Camp COVID
Masked since 2020, vaxxed and boosted 2021.",[],semper ubi sub ubi greet talibama welcome camp covid mask vaxxed boost,
898,220729724.0,ig: @elekkstasy,"Muralist, Tattooer in West Hollywood, CA #bitcoin ✨Book Tattoos & Art with me in the link below✨",['bitcoin'],muralist tattooer west hollywood book tattoo art link,bitcoin
901,2170927296.0,"Denton, TX",23 | forensic accounting major | UNT | nsfw acct @amanduhh_pls | this is a Kia Soul hate account |,[],forensic account major unt nsfw acct kia soul hate account,
902,1.37e+18,Shadow Moses,98 | T1D | Vocals for @MoroseSound | Alyssa 🖤| 𝙎𝙀𝙎𝙃,[],vocals alyssa 𝙎𝙀𝙎𝙃,
903,1.06e+18,"Sacramento, CA",Sac state,[],sac state,
904,2486669239.0,dtx,hi dumb ass 💕,[],dumb ass,
905,707169543.0,"Lafayette, LA","LSU/Louisiana recruiting and high school sports reporter for USA TODAY Sports South Region w/The Daily Advertiser // Past: @statepress, @azcsports",[],lsu louisiana recruit high school sport reporter usa today sport south region daily advertiser past,
906,1.09e+18,"Ottawa, Ontario",She/They ♐️ Podcaster and Artist 🏳️‍🌈,[],podcaster artist,
907,1.46e+18,444,♈︎ • NEW ACCOUNT . 👻// zay.aah,[],new account zay aah,
908,8.57e+17,"Inglewood, CA","Graduate Student & Aspiring Photographer  📸 Peace, Love & Positivity. UCSB Alum 🏝 CSUF MSHE ‘23 📚📝",[],graduate student aspire photographer peace love positivity ucsb alum csuf mshe,
909,1529847403.0,"Arlington, TX",22| God ☝🏽|UNT Alum| #BLM| AKΨ| 1908 💕⚡️|,['BLM'],god unt alum akψ,blm
910,65753316.0,"Philadelphia, PA",Morden American Miss 2020/2021 Designer @lydiasimoneco Influencer Professional Dancer bookings/inquires: info@lydiasimone.com IG:@missfashionchic,[],morden american miss designer influencer professional dancer book inquire info com,
912,715077600.0,"a galaxy far, far, away",bro relax I’m literally just vibing,[],bro relax literally vibing,
913,48026324.0,"Alameda, California",On the day's war,[],day war,
914,8.37e+17,"Beattyville, KY",606 By Gawd,[],gawd,
917,72691752.0,la,producer | @ifidiefirstband | booking - brent@madison-house.com | business - nedarbnagrom@gmail.com,[],producer book brent com business nedarbnagrom com,
918,2242843668.0,"Boston, MA",King of 95th Street,[],king street,
919,122120539.0,"Oakland, CA",you only yolo once 🕺✌🏻🤌🏻 💀⚡️⭕️,[],yolo,
920,2216846408.0,"West Hollywood, CA",Light of my Life,[],light life,
922,8.42e+17,Minding mine,♊︎ ♡︎ 19 🍇,[],,
923,609715221.0,"Elk City, OK 73644",PHARMACIST,[],pharmacist,
924,100457903.0,"Marysville, WA",I dig ET's philosophy 'make the rest of ur life the best of ur life!' Check out my YouTube channel if you like uplifting motivation & makeup!! @Beauty & Beyond,[],dig philosophy rest life best life check youtube channel like uplift motivation makeup,
925,360371463.0,MIA,Ironclover Photography,[],ironclover photography,
927,889620500.0,in the closet,"Luke Walgreens Sauer, I host the What's really happening show Sundays noon to 2 on http://MutinyRadio.fm",[],luke walgreens sauer host happen sundays noon,
930,615830374.0,ATL ➡ Knoxville,"Yes I once wore a banana suit. Marvel, animals and ATL sports. I dabble with radio part of TalkSports on @foxsportsknox from 12-3 #RIPScottRozsa #RIPAngeKonan","['RIPScottRozsa', 'RIPAngeKonan']",yes wear banana suit marvel animals atl sport dabble radio talksports,rip scott rozsa rip ange konan
931,17570773.0,"CA, US","Tree hugger, political activist, mom, INFJ...Star Wars, Marvel, LOTR, Sherlock, HP, most nerd things... Tatís and Machado made me join #PadresTwitter",['PadresTwitter'],tree hugger political activist mom infj star war marvel lotr sherlock nerd things tatís machado join,padres twitter
932,9.49e+17,"Nashville, TN",amosc 🧚🏾theyloveslimm12 MTSU24’💓 🚫🔴🚦,[],amosc theyloveslimm mtsu,
938,23722706.0,Shapeshifting,RevoltSheSaid Author/Poet/Perfomer Anti-Racist Tejana Chicana Professor of Performance&Decolonial Methods/Mindful Heretic She/Her/Ella $aztatl,[],revoltshesaid author poet perfomer anti racist tejana chicana professor performance decolonial methods mindful heretic ella aztat,
940,1.12e+18,"Washington, DC",🇰🇭 Cambodian pro wrestler and mma fighter | DM(V) | 1/2 of YoKai | bookings bookyoya@gmail.com http://withkoji.com/@TheonlyoyagV,[],cambodian pro wrestler mma fighter yokai book bookyoya com,
941,2849665244.0,Hell,- ❌⭕️ .... snap👻-josegone,[],snap josegone,
942,3230303916.0,"West Hollywood,California ","Proud to be a Vocal Coach who is Sweet,Kind and Caring and Always Thoughtful💓💋 🌠Music Education Equals Brain Power🎶🎵🎼 When Words Fail Music Speaks!",[],proud vocal coach sweet kind care thoughtful music education equal brain power word fail music speak,
943,214759503.0,Pittsburgh/Athens/New York,"Ohio University Graduate, Local Stud",[],ohio university graduate local stud,
945,2781595935.0,"Tempe, AZ",Peachy Daddy 🍑 Full Time Creator 📸 Photographer 💻 Web Design 🤓 Onlyfans 5% 😈 Click the link 🔗 👉http://linktr.ee/legsnlingerie👇,[],peachy daddy time creator photographer web design onlyfans click link,
947,34769560.0,ATL,Higher Vibrations 🧚🏾‍♀️✨,[],higher vibrations,
948,26198051.0,Los Angeles,i write songs and other stuff • emotionally sensational • mgmt katie@thebeehive.la • IG @ trace #stopaapihate,['stopaapihate'],write songs stuff emotionally sensational mgmt katie trace,stop aap i hate
949,2692693794.0,"Austin, TX",21|sag,[],sag,
950,492757435.0,"Green Bay, Wisconsin",Chief Meteorologist for NBC26 - Made my hobby my job!! See my forecast at Lambeau Field before every home game. GO PACK GO!!! /vǝrb/,[],chief meteorologist nbc hobby job forecast lambeau field home game pack vǝrb,
953,316282495.0,Tx-OH-Cali 🛬,***My tweets do not represent my place of employment ***                        -With that Being said if you trynna Join the Airforce HMU 😅,[],tweet represent place employment say trynna join airforce hmu,
955,85788138.0,SCV/OC Cali,"Comic Nerd, Retired Sneaker Veteran, Carfanatic, Funko Pop!, Food, Coffee and Twitch Affiliate. Links to Twitch and other socials below!",[],comic nerd retire sneaker veteran carfanatic funko pop food coffee twitch affiliate link twitch socials,
956,911466096.0,Pain,Maybe it’s better this way,[],maybe better way,
957,1.23e+18,"Medford, OR","Father, nerd, delivery man. 20+ years of playing/running Dungeons and Dragons.",[],father nerd delivery man years play run dungeons dragons,
958,1.25e+18,California🌴,"To my brothers and sisters, who are no longer with us, may you Rest In Peace. As for one day, we will meet again. 🇺🇸",[],brothers sisters longer rest peace day meet,
959,3044989142.0,TXHD 134 TXSD 17 US House TX 7,"Gen X Dad to Gen Z girls, He/Him/His, Houstonian, Cal Poly Grad, Engineer, #BlackLivesMatter, “highways jammed with broken heroes on a last chance power drive”",['BlackLivesMatter'],gen dad gen girls houstonian cal poly grad engineer highways jam break heroes chance power drive,black lives matter
963,116838262.0,"Austin, TX",Bartender/Knight—@modernrogueshow⚔️ Besties w/— @Rumpleminze $crookedbeak @cashapp,[],bartender knight besties crookedbeak,
964,16495354.0,London / Brooklyn,"DoP/Photographer, filmmaker & NFT artist. @thedailyshow @fullfrontalsamb etc. Creator of the #PolaroidPunk Project, unique 1/1 NFTs: http://shorturl.at/lFGLQ",['PolaroidPunk'],dop photographer filmmaker nft artist creator project unique nfts,polaroid punk
966,1.19e+18,"Arkansas, USA",😏 down to earth get too know me🌍💚 -21yrs😛,[],earth know yrs,
967,396047154.0,Chasing My Dreams,"Please dont mention me, retweet me, quote me or anything if ur ugly. YOU'VE BEEN WARNED",[],dont mention retweet quote ugly warn,
969,9.34e+17,"Miami, FL","Day / Swing Trader - Creator of the blackFLAG© Futures Trading System. Miami, FL. 🇺🇸 Private: @blackflagfts WARNING http://bit.ly/3ag8KtW",[],day swing trader creator blackflag futures trade miami private warn,
970,2806927057.0,"Los Angeles, CA",California State of Mind,[],california state mind,
971,21508195.0,"Kansas City, MO",A pastor and ministry leader working at the intersection of faith and sexuality. Co-Pastor @tfmidtown Co-Executive Director of @lovewinslgbt,[],pastor ministry leader work intersection faith sexuality pastor executive director,
972,1e+18,Texas,Special Education Major 🤘🏽🧡,[],special education major,
973,336052636.0,"Ohio, USA",Aiko Lamar 💙 insty💋feliciabreyon 📸 snap; felicia_breyon 👻,[],aiko lamar snap felicia breyon,
974,4514647994.0,"Whittier, CA",♊️2️⃣9️⃣🐺I’m an acquired taste. Don’t like me? Acquire some taste! insta/tik-tok- antwat33_,[],acquire taste like acquire taste insta tik tok antwat,
975,422411045.0,"Los Angeles, CA",creator of random shit,[],creator random shit,
976,9.74e+17,"Ohio, USA",Politics,[],politics,
980,120352896.0,"Milwaukee, WI","E.D.E.N out now | Emmy Nominated Rapper & Audio Engineer, Edward R. Murrow Award Winner, Tattoo Collector, Gemini Savant genesisrenji@gmail.com",[],emmy nominate rapper audio engineer edward murrow award winner tattoo collector gemini savant genesisrenji com,
981,1.16e+18,"New York, USA",Host of Mrgentleman Lifestyle Podcast | 1/4 of The Premiere Boyz Podcast | Entrepreneur |  Actor |  Nightlife Promoter |  IG: @ken_mrgentleman,[],host mrgentleman lifestyle podcast premiere boyz podcast entrepreneur actor nightlife promoter,
982,2203305451.0,"Berkeley, CA",💅🏼 go look at my nail page⬇️,[],look nail page,
983,2872695860.0,"San Diego, CA","#friarfaithful #boltup | sdsu alum | I tweet about the Padres, Chargers, and my girlfriend. @victorriarenee 🥰","['friarfaithful', 'boltup']",sdsu alum tweet padres chargers girlfriend,friar faithful  boltup
984,1.22e+18,"Chicago, IL",Resident Physician | UChicago | Rush |  Let’s change the world🌎 #GasGang⛽️ #StriveForGreatness🙇🏽‍♂️,"['GasGang', 'StriveForGreatness']",resident physician uchicago rush let change world,gas gang  strive for greatness
985,1.47e+18,"Waco, TX",Wizard. Rooster. Monkey. Admin. Monster. Wizard. GitIT? https://WoodWayWizard.Page,[],wizard rooster monkey admin monster wizard gitit,
986,33409302.0,"Los Angeles, CA",Aussie Actress/Producer in LA who loves to travel the world and see the beautiful things that this wonderful planet has to offer. Huge animal lover 🇦🇺 #blm,['blm'],aussie actress producer love travel world beautiful things wonderful planet offer huge animal lover,blm
994,567751189.0,Indiana,happy to be here • BLM • pfw ‘22 • you can call me mick,[],happy blm pfw mic,
999,1.4e+18,"Germantown, MD",We're passionate about finding meaningful signal in the noise to make the world a safer place.,[],passionate find meaningful signal noise world safer place,
1002,438498934.0,Northeastern Pennsylvania,"Audio Engineer/Media Manager @ WNEP-TV,
Amateur Radio Operator - K3TOW,
Past President - Murgas Amateur Radio Club",[],audio engineer media manager wnep amateur radio operator ktow past president murgas amateur radio club,
1004,34933149.0,"Denver, CO","Syndication of National Weather Service Office Denver, CO. Unmonitored, contact @akrherz who developed this.",[],syndication national weather service office denver unmonitored contact develop,
1005,8.67e+17,"Los Angeles, CA","Cinematographer, Creator of @anomaly_mag",[],cinematographer creator,
1006,1019825383.0,"Chicago, IL",Long Live the guys,[],long live guy,
1007,498598101.0,"Maryland, USA",Red Panda| INFJ-T| #Blerd ✊🏾 | #BLM #STOPASIANHATE |Ambivert| Drummer | hire me for drum recording: teddy330@icloud.com | Icon: @discountmothman |TAKEN| HE/HIM,"['Blerd', 'BLM', 'STOPASIANHATE']",red panda infj ambivert drummer hire drum record teddy com icon take,blerd blm stopasianhate
1009,703990741.0,"Toronto, Ontario","Rock band from Toronto! Joj / Ky / Le / Lize 
❤️💛💚💙 
FUTURE LOVERS OUT NOW",[],rock band toronto joj lize future lovers,
1010,211041186.0,Vancouver BC,Goddex / Drag Artist/Host in Van City #queer #enby She/they / Handsome in drag and out.,"['queer', 'enby']",goddex drag artist host van city handsome drag,queer enby
1011,15745996.0,"San Jose, California, US",Co-founder of @_spaceboyfriend. Working my ass off so the dreams I have at night are the reality I wake up to every morning. #Singer #Songwriter #Designer,"['Singer', 'Songwriter', 'Designer']",founder spaceboyfriend work ass dream night reality wake morning,singer  songwriter  designer
1012,8.29e+17,"Thorofare, NJ",I cover infectious diseases @InfectDisNews 🦠💉Mostly tweet about sports and politics 🏈🏒⚖️ MLA degree candidate @Harvard; Alumnus @Rutgers_Newark 👨🏻‍🎓,[],cover infectious diseases tweet sport politics mla degree candidate alumnus,
1013,1.32e+18,"Roseburg, Oregon","Weather updates for Roseburg, Oregon.",[],weather update roseburg oregon,
1014,19074385.0,Worldwide,http://LuxuryRealEstate.com: Webby Award Honoree - a Forbes ‘Best of the Web’ - #1 portal for international luxury properties since 1995,['1'],webby award honoree forbes best web portal international luxury properties, 1
1016,1247765222.0,860,#PlatPlatOnly #LongLiveCourt,"['PlatPlatOnly', 'LongLiveCourt']",,plat plat only  long live court
1017,28159304.0,"Baltimore, Maryland","Journalist at WBAL radio, Western, College of Notre Dame",[],journalist wbal radio western college notre dame,
1018,932145920.0,"Chicago, IL","actress, writer, huge disappointment she/her/herses",[],actress writer huge disappointment herses,
1019,23505073.0,San Gabriel Valley,"Producer/Remixer on Nervous, Neptuun City, Jungle Funk, Habitat, InStereo, My Own Beat http://joeyavilamusic.com",[],producer remixer nervous neptuun city jungle funk habitat instereo beat,
1020,492897199.0,West Coast,Canucks Cowboys 1 & 1A Forever Faithful,[],canucks cowboys forever faithfu,
1021,8.42e+17,"Atlanta, GA","Shorter College Alum. Sandy Greek defensive line coach 2020# “Hate has caused a lot of problems in the world, but has not solved one yet”. -Maya Angelou",[],shorter college alum sandy greek defensive line coach hate cause lot problems world solve maya angelou,
1022,1.18e+18,"Orlando, FL",The many adventures of a curious Ravenclaw Sometimes I give good advice Love everything theme/amusement parks 🏳️‍🌈💙,[],adventure curious ravenclaw good advice love theme amusement park,
1023,1.01e+18,"Buffalo, NY",Buffalos Phantom:  Singer/Actor/Stage Manager: Democratic Libertarian Socialist http://twitch.tv/DrewRogers1088,[],buffalo phantom singer actor stage manager democratic libertarian socialist,
1024,249511108.0,"Homewood, IL","Doctrinally sound, culturally relevant.",[],doctrinally sound culturally relevant,
1025,1651295730.0,she/her,"listen to pretty much by ray volpe • smoke pot, get top • 21 in the 702 • 🔜 fractal tour 👁 • ur local menace 2 society 🖤• ur fav emo aries ♈️",[],sten pretty ray volpe smoke pot fractal tour local menace society fav emo aries,
1027,52968272.0,"Los Angeles, CA",🇨🇴 Colombian Actor living in L.A.,[],colombian actor live,
1028,22452574.0,ID,This is where I talk about myself... [insert reminder to type something here some day],[],talk insert reminder type day,
1029,9.12e+17,"Milwaukee, WI",When will enough gun deaths be enough?  Gun owners should NOT dictate laws!!😡Vote blue to save democracy🇺🇸 Tree hugger🌳Treat animals kindly🐡🐘🐬🦥🦩🦦,[],gun deaths gun owners dictate laws vote blue save democracy tree huggertreat animals kindly,
1030,1.09e+18,tampa,24 / tattoos + gaga / 🔜 @okeechobeefest✨/ 🏳️‍🌈 cashapp: $bsnek,[],tattoo gaga cashapp bsne,
1031,297620500.0,"Columbia, MO","I'm a damsel, I'm in distress, I can handle this. Have a nice day!",[],damsel distress handle nice day,
1033,493754716.0,"Miami, FL",1of1•Future Millionaire 🤞🏿•205 my city,[],future millionaire city,
1034,1.26e+18,"Boston, MA","Ugandan, Servant, People Power Activist✊🏾, Nurse⛑, Telecom Engineer👨‍🔧, Team organizer💬, Sunday School teacher🙏",[],ugandan servant people power activist nurse telecom engineer team organizer sunday school teacher,
1035,1.3e+18,"Charlotte, NC",Ig: @deswitdamess  wssu,[],wssu,
1036,1374640904.0,"Arlington, TX",prithee be careful. praise the sun 🌞,[],prithee careful praise sun,
1040,8.97e+17,w/ my twin flame,111🤍,[],,
1041,68466381.0,Maryland,$M80Bronco,[],mbronco,
1043,327003614.0,"Concord, CA",RaiderNation/Raider Season ticket holder/ Oakland Athletics/East Bay,[],raidernation raider season ticket holder oakland athletics east bay,
1045,3553944734.0,"Colorado, USA",we’re all mad here | she/her,[],mad,
1046,331844132.0,En el perreo,Sagi ♐️23🌈 #blacklivesmatter XØTWØD🖤,['blacklivesmatter'],sagi xøtwød,black lives matter
1047,137517728.0,Georgia,I'm Me... Nothing more... Nothing less.... #DreadNation; Instagram: Shabooty6969,['DreadNation'],instagram shabooty,dread nation
1049,337302813.0,tijuana,"arquitecto y planificacion de sitio ,analista politico y seguridad en estrategitacion especialista en ops. tacticas y estrategias policiacas tiro def. policiaco",[],arquitecto planificacion sitio analista politico seguridad estrategitacion especialista ops tacticas estrategias policiacas tiro def policiaco,
1050,91544680.0,USA,"we have today, this moment, to make magic ✨",[],today moment magic,
1051,1628813437.0,SC Los Angeles,Psalm 23,[],psalm,
1057,30262720.0,Wisconsin,"When you're in the park playing with your buddies..to me, that's just an awesome feeling. Social butterface. Reality Tv Star. Creed. Member Of Order of Canada.",[],park play buddies awesome feel social butterface reality star creed member order canada,
1058,440373949.0,Pacific Northwest,Mental Health Matters | Adventure Always | She/Her,[],mental health matter adventure,
1060,1.43e+18,"Minersville, PA",56  conservative army vet.not looking for government to rule me.self http://sufficient.in a relationship  with Michelle  Barrett,[],conservative army vet look government rule self relationship michelle barrett,
1061,423936363.0,"Apache Junction, AZ",Weather from the base of the Superstition Mountains. #azwx #ApacheJunction #SuperstitionMountains,"['azwx', 'ApacheJunction', 'SuperstitionMountains']",weather base superstition mountains,azwx  apache junction  superstition mountains
1062,249879158.0,"Seattle, WA","Watching and reporting traffic and transit in Seattle, Tacoma, Bellevue, Everett, and all across Western Washington!",[],watch report traffic transit seattle tacoma bellevue everett western washington,
1063,79867883.0,"Texas, USA",Leah 👸👼,[],leah,
1065,615770545.0,Washington.,// I WANT TO LOVE LIKE JESUS  // Ephesians 3:20 // Exodus 14:14 //,[],want love like jesus ephesians exodus,
1066,7.99e+17,"Idaho, USA","Colorful, soft hearted and strong spirited. 
Crochet. Knit. Spinning. Embroidery.",[],colorful soft hearted strong spirit crochet knit spin embroidery,
1067,363941648.0,"Oakland, CA",✖️Event Producers✖️Record Label✖️Management From Stockton to Oakland & the Rest of the 🌎 #OneBeatOneLove 📧: info@pluralmusic.com,['OneBeatOneLove'],event producers record label management stockton oakland rest info com,one beat one love
1068,1.45e+18,"Rhode Island, USA",It was infinitely easier to create a new account than reset my password to get back into my old account. you know who I am 🤫👁😉,[],infinitely easier create new account reset password old account know,
1069,362225089.0,"Lake Mills, WI",God fearing father of LLHS Warriors and now WLC Warriors QB Matthew Davis @MatthewJDavis12,[],god fear father llhs warriors wlc warriors matthew davis,
1074,360739206.0,"Chicago, 23",unfriendly black hottie. 💰 UAPB Alumna 👩🏽‍🎓 #army,['army'],unfriendly black hottie uapb alumna,army
1075,1.25e+18,"Los Angeles, CA",mother of the house of indulgence,[],mother house indulgence,
1076,1.45e+18,Dubai,Relaxing in DUBAI,[],relax dubai,
1077,219563145.0,"FT Worth Texas, ΦΒΣ Worldwide","Evangelistic Deliverance Preacher. Raised Baptist and Full Gospel Pentecostal, Filled with Holy Ghost in COGIC. Currently @ Trinity Temple Full Gospel Church",[],evangelistic deliverance preacher raise baptist gospel pentecostal fill holy ghost cogic currently trinity temple gospel church,
1079,291831562.0,"New York, USA",🚀#CES2022 WomeninTech #Marketing Consultant || #Cybersecurity #IoT #Cloud #5G #DigitalTransformation #ArtificialIntelligence #Technology Influencer ⭐| 🇺🇲🇵🇷,"['CES2022', 'Marketing', 'Cybersecurity', 'IoT', 'Cloud', '5G', 'DigitalTransformation', 'ArtificialIntelligence', 'Technology']",womenintech consultant influencer,ces 2022  marketing  cybersecurity  io t  cloud  5 g  digital transformation  artificial intelligence  technology
1081,9.5e+17,Philly/Lenape Land,"Ky/Cypress, 20 • They/dey/he • Afroqueer film student • ♑ • 
🔞 • Anticapitalist and anti-imperialist  • Afrospiritual humanism and Hoodoo • art: @kaprykornart",[],cypress dey afroqueer film student anticapitalist anti imperialist afrospiritual humanism hoodoo art,
1082,3407633511.0,"Clearwater, FL","🏄 SUP deck bags &  matching gear 4 paddleboarding, kayaking, boating, beach, fitness & fun ☀
Quality gear, Handmade in the USA🇺🇸 by paddleboarders like you!",[],sup deck bag match gear paddleboarding kayak boat beach fitness fun quality gear handmade usa paddleboarders like,
1083,1.21e+18,"Ashland, OH","30 / male / Cleveland sports fan / I'm here for a good time, not a long time .",[],male cleveland sport fan good time long time,
1084,1.37e+18,"Bronx, NY",welcome bitches • 111 🧘🏽‍♀️,[],welcome bitch,
1085,218342887.0,MI,real life bratz doll ⋆ she/her ⋆ 777 @MeanMugMafia 🔊,[],real life bratz doll,
1086,1.26e+18,"Detroit, MI",ONLY PAGE ❗️❗️Pansexual😏 6’4🦕 Capricorn ♑️ COLLABS🎥💰IG: zayy2x SC: xavizavy / Custom Videos 😈🍆🦶🏽🍑 Cash App: $detzayy8,[],page pansexual capricorn collabsig zayyx xavizavy custom videos cash app detzayy,
1088,9.41e+17,"Montebello, CA",jr. about it. 🦤clue …. Jeep 4xe🌈,[],clue jeep,
1089,595162282.0,United States,"#StaceyAbramsForGeorgiasGovern
#CancerSucks","['StaceyAbramsForGeorgiasGovern', 'CancerSucks']",,stacey abrams for georgias govern  cancer sucks
1090,1.43e+18,"Miami, FL",Hi I’m Zina 💕 IG:id0ntcarex_                       Inspiring Chef 👩🏾‍🍳,[],zina idntcarex inspire chef,
1091,20490995.0,"Dueling Banjos, WV","U can lead a horticulture, but u can't make her think. A wretched hive of scum&villainy. Crazy CatLady. PopCulture Nerd. Cal Grad. RebelScum. Drifter/Dreamer",[],lead horticulture think wretched hive scum villainy crazy catlady popculture nerd cal grad rebelscum drifter dreamer,
1093,2690817008.0,"Washington, DC",♑️🇬🇾 #longlivedee #RIPJaylyn❤️👼🏽🙏🏽 Trinity22 #C.O.R.N childcare owner in the making Entrepreneur  About her business,"['longlivedee', 'RIPJaylyn', 'C']",trinity childcare owner make entrepreneur business,longlivedee rip jaylyn c
1094,83948128.0,California,"he/him | Gay, autistic, Filipino-American student with a heart for education and the arts",[],gay autistic filipino american student heart education arts,
1097,9.45e+17,The OpenSea,BAYC 8694. NFTs n stuff. But mostly NFTs.,[],bayc nfts stuff nfts,
1098,1517144815.0,Saginaw,Hello Everyone!!,[],hello,
1100,29927165.0,"Colwood, British Columbia","Camera Operator/Editor/Director, etc. for public TV (pre-COVID). My cat doesn't like you either. 😼 she/her/dude",[],camera operator editor director public pre covid cat like dude,
1102,357781792.0,"Fayetteville, AR","Cinema/Philosophy/Theatre Grad.

TV news producer, but this account isn't associated with my job. Go to @5NEWSNielson for work tweets.",[],cinema philosophy theatre grad news producer account isn associate job newsnielson work tweet,
1103,40054925.0,"Belleville, KS-Missoula, MT",Chief Meteorologist at ABC Fox Montana and Montana Right Now!,[],chief meteorologist abc fox montana montana right,
1104,1066223125.0,"Denver, CO","Trying new things, favorites: cocktails, clothes, toast, sunshine, grapes and taking naps in random places. Get into it! #explorer #houseofgondalista #BLM","['explorer', 'houseofgondalista', 'BLM']",try new things favorites cocktails clothe toast sunshine grapes take nap random place,explorer houseofgondalista blm
1106,3088526149.0,The World,Just Ghost and I,[],ghost,
1108,4080900613.0,"Dallas, TX",2013 quarter finalist on TENGO TALENTO MUCHO TALENTO! a singer obsessed with horror and film #MutantFam #HorrorFam #HorrorCommunity,"['MutantFam', 'HorrorFam', 'HorrorCommunity']",quarter finalist tengo talento mucho talento singer obsess horror film,mutant fam  horror fam  horror community
1109,2174979344.0,NV,22. | D.D 💍❤️| Ephesians 4:32 | Jesus lover ✝️,[],ephesians jesus lover,
1114,280712716.0,"Houston, TX",SHOP CONCEITED. @conceitedco__ on IG,[],shop conceited,
1116,3117276488.0,"Coachella, CA",Twitch Affiliate 🤙🏽 (melanie205r) // 21 // black lives matter // ACAB // N🤍,[],twitch affiliate melanier black live matter acab,
1117,2548855518.0,407 ❗️,King of the fall 🍁,[],king fall,
1118,234063747.0,"GRENADA, MS","Owner/Mgr of 333 Restaurant, Kirk Academy Art Instructor, U of M/HCC Instructor, CHRISTIAN Mother/Wife/Grandmother, Providence Baptist Sunday School Teacher",[],owner mgr restaurant kirk academy art instructor hcc instructor christian mother wife grandmother providence baptist sunday school teacher,
1119,23904400.0,United States,"Just an average guy, leading a star quality life..",[],average guy lead star quality life,
1120,1.2e+18,"Massachusetts, USA",#books 📖 #travel 🧳 #dogs 🐶 #bookstagram Stephanie_Reads_ Reading Goal: 100 56/100 $MysteryBookCafe #MysteryBookCafe,"['books', 'travel', 'dogs', 'bookstagram', 'MysteryBookCafe']",stephanie read read goal mysterybookcafe,books travel dogs bookstagram  mystery book cafe
1122,7.01e+17,"Sacramento, CA","Pharmacy, USP 1976
Pharmaceutics. UOP 1984
Pharmaceutical Computer Validation Eng.
Pharmacist",[],pharmacy usp pharmaceutics uop pharmaceutical validation eng pharmacist,
1124,2226152030.0,"Houston, TX",Buy or stream the new EP “Son of the Light” 👇🏾👇🏾,[],buy stream new son light,
1125,1287640670.0,MATA,He/Them Für mich. TLG 5-7-15 #DiamondsArentForever $akeller46,['DiamondsArentForever'],für mich tlg akeller,diamonds arent forever
1127,3172346887.0,"Cypress, CA",Real Estate Broker/Loan Mortgage Officer/Learning Specialist,[],real estate broker loan mortgage officer learn specialist,
1130,364377387.0,"Tacoma, Wa","sports loving, wine drinking, dive bar frequenting, ranch obsessing gal who has somehow made her way to the dental field. go cougs. go vandals.",[],sport love wine drink dive bar frequent ranch obsess gal way dental field cougs vandals,
1131,90138438.0,"Vancouver, British Columbia",🦄 I drink a lot of beer & eat all the ⓜacarons 🔪Fuck politeness 👻 She/they 🦇,[],drink lot beer eat acarons fuck politeness,
1132,458859115.0,EHB 🎱,"RIP UNCDon, Stan, SAL RIPMa , Mama 🥀 Nate, Tre, Ruck, Gezzy, C$ I JUST GRIND NO EXCUSE #JUCOPRODUCT 2 Degrees FREE THE 🎱",['JUCOPRODUCT'],rip uncdon stan sal ripma mama nate tre ruck gezzy grind excuse degrees free,jucoproduct
1139,16588433.0,"Long Beach, CA",SLP. Glutton for punishment. Food is not cute. I can treat your flaccid dysarthria. Should I cut my bangs?,[],slp glutton punishment food cute treat flaccid dysarthria cut bang,
1140,129691931.0,"Gumpoldskirchen, Österreich","Olympian, 7 Ironman wins, 5x 70.3 champion & Xterra World Champion- Professional Triathlete from Gumpoldskirchen, Austria. ActiveReleaseTechniques® therapist.",[],olympian ironman win champion xterra world champion professional triathlete gumpoldskirchen austria therapist,
1141,725433456.0,"Denver, CO","Emmy Award winning journalist at FOX31 in Denver, reporting your stories. Joshua.Short@KDVR.com",[],emmy award win journalist fox denver report stories joshua short com,
